"";"table";"number";"date";"currency.name";"currency.code";"currency.mid";"trading_date";"currency.ask";"currency.bid"
"14350";"C";"060/C/NBP/2017";"2017-03-27";"korona duñska";"DKK";NA;"2017-03-24";0,5795;0,5681
"14351";"C";"060/C/NBP/2017";"2017-03-27";"korona norweska";"NOK";NA;"2017-03-24";0,4699;0,4605
"14352";"C";"060/C/NBP/2017";"2017-03-27";"korona szwedzka";"SEK";NA;"2017-03-24";0,4527;0,4437
"14353";"C";"060/C/NBP/2017";"2017-03-27";"SDR (MFW)";"XDR";NA;"2017-03-24";5,4436;5,3358
"14354";"C";"061/C/NBP/2017";"2017-03-28";"dolar amerykañski";"USD";NA;"2017-03-27";3,9524;3,8742
"14355";"C";"061/C/NBP/2017";"2017-03-28";"dolar australijski";"AUD";NA;"2017-03-27";3,011;2,9514
"14356";"C";"061/C/NBP/2017";"2017-03-28";"dolar kanadyjski";"CAD";NA;"2017-03-27";2,9518;2,8934
"14357";"C";"061/C/NBP/2017";"2017-03-28";"euro";"EUR";NA;"2017-03-27";4,3001;4,2149
"14358";"C";"061/C/NBP/2017";"2017-03-28";"forint (Wêgry)";"HUF";NA;"2017-03-27";0,013879;0,013605
"14359";"C";"061/C/NBP/2017";"2017-03-28";"frank szwajcarski";"CHF";NA;"2017-03-27";4,0195;3,9399
"14360";"C";"061/C/NBP/2017";"2017-03-28";"funt szterling";"GBP";NA;"2017-03-27";4,9767;4,8781
"14361";"C";"061/C/NBP/2017";"2017-03-28";"jen (Japonia)";"JPY";NA;"2017-03-27";0,035818;0,035108
"14362";"C";"061/C/NBP/2017";"2017-03-28";"korona czeska";"CZK";NA;"2017-03-27";0,1592;0,156
"14363";"C";"061/C/NBP/2017";"2017-03-28";"korona duñska";"DKK";NA;"2017-03-27";0,5779;0,5665
"14364";"C";"061/C/NBP/2017";"2017-03-28";"korona norweska";"NOK";NA;"2017-03-27";0,4663;0,4571
"14365";"C";"061/C/NBP/2017";"2017-03-28";"korona szwedzka";"SEK";NA;"2017-03-27";0,4501;0,4411
"14366";"C";"061/C/NBP/2017";"2017-03-28";"SDR (MFW)";"XDR";NA;"2017-03-27";5,4248;5,3174
"14367";"C";"062/C/NBP/2017";"2017-03-29";"dolar amerykañski";"USD";NA;"2017-03-28";3,9412;3,8632
"14368";"C";"062/C/NBP/2017";"2017-03-29";"dolar australijski";"AUD";NA;"2017-03-28";3,006;2,9464
"14369";"C";"062/C/NBP/2017";"2017-03-29";"dolar kanadyjski";"CAD";NA;"2017-03-28";2,9471;2,8887
"14370";"C";"062/C/NBP/2017";"2017-03-29";"euro";"EUR";NA;"2017-03-28";4,2824;4,1976
"14371";"C";"062/C/NBP/2017";"2017-03-29";"forint (Wêgry)";"HUF";NA;"2017-03-28";0,013835;0,013561
"14372";"C";"062/C/NBP/2017";"2017-03-29";"frank szwajcarski";"CHF";NA;"2017-03-28";4,0062;3,9268
"14373";"C";"062/C/NBP/2017";"2017-03-29";"funt szterling";"GBP";NA;"2017-03-28";4,9462;4,8482
"14374";"C";"062/C/NBP/2017";"2017-03-29";"jen (Japonia)";"JPY";NA;"2017-03-28";0,035735;0,035027
"14375";"C";"062/C/NBP/2017";"2017-03-29";"korona czeska";"CZK";NA;"2017-03-28";0,1585;0,1553
"14376";"C";"062/C/NBP/2017";"2017-03-29";"korona duñska";"DKK";NA;"2017-03-28";0,5754;0,564
"14377";"C";"062/C/NBP/2017";"2017-03-29";"korona norweska";"NOK";NA;"2017-03-28";0,4633;0,4541
"14378";"C";"062/C/NBP/2017";"2017-03-29";"korona szwedzka";"SEK";NA;"2017-03-28";0,449;0,4402
"14379";"C";"062/C/NBP/2017";"2017-03-29";"SDR (MFW)";"XDR";NA;"2017-03-28";5,3765;5,2701
"14380";"C";"063/C/NBP/2017";"2017-03-30";"dolar amerykañski";"USD";NA;"2017-03-29";3,9768;3,898
"14381";"C";"063/C/NBP/2017";"2017-03-30";"dolar australijski";"AUD";NA;"2017-03-29";3,0465;2,9861
"14382";"C";"063/C/NBP/2017";"2017-03-30";"dolar kanadyjski";"CAD";NA;"2017-03-29";2,9732;2,9144
"14383";"C";"063/C/NBP/2017";"2017-03-30";"euro";"EUR";NA;"2017-03-29";4,2764;4,1918
"14384";"C";"063/C/NBP/2017";"2017-03-30";"forint (Wêgry)";"HUF";NA;"2017-03-29";0,013798;0,013524
"14385";"C";"063/C/NBP/2017";"2017-03-30";"frank szwajcarski";"CHF";NA;"2017-03-29";3,9927;3,9137
"14386";"C";"063/C/NBP/2017";"2017-03-30";"funt szterling";"GBP";NA;"2017-03-29";4,9401;4,8423
"14387";"C";"063/C/NBP/2017";"2017-03-30";"jen (Japonia)";"JPY";NA;"2017-03-29";0,035858;0,035148
"14388";"C";"063/C/NBP/2017";"2017-03-30";"korona czeska";"CZK";NA;"2017-03-29";0,1583;0,1551
"14389";"C";"063/C/NBP/2017";"2017-03-30";"korona duñska";"DKK";NA;"2017-03-29";0,5747;0,5633
"14390";"C";"063/C/NBP/2017";"2017-03-30";"korona norweska";"NOK";NA;"2017-03-29";0,465;0,4558
"14391";"C";"063/C/NBP/2017";"2017-03-30";"korona szwedzka";"SEK";NA;"2017-03-29";0,447;0,4382
"14392";"C";"063/C/NBP/2017";"2017-03-30";"SDR (MFW)";"XDR";NA;"2017-03-29";5,3791;5,2725
"14393";"C";"064/C/NBP/2017";"2017-03-31";"dolar amerykañski";"USD";NA;"2017-03-30";3,9696;3,891
"14394";"C";"064/C/NBP/2017";"2017-03-31";"dolar australijski";"AUD";NA;"2017-03-30";3,0439;2,9837
"14395";"C";"064/C/NBP/2017";"2017-03-31";"dolar kanadyjski";"CAD";NA;"2017-03-30";2,9839;2,9249
"14396";"C";"064/C/NBP/2017";"2017-03-31";"euro";"EUR";NA;"2017-03-30";4,2613;4,1769
"14397";"C";"064/C/NBP/2017";"2017-03-31";"forint (Wêgry)";"HUF";NA;"2017-03-30";0,013776;0,013504
"14398";"C";"064/C/NBP/2017";"2017-03-31";"frank szwajcarski";"CHF";NA;"2017-03-30";3,9823;3,9035
"14399";"C";"064/C/NBP/2017";"2017-03-31";"funt szterling";"GBP";NA;"2017-03-30";4,9646;4,8662
"14400";"C";"064/C/NBP/2017";"2017-03-31";"jen (Japonia)";"JPY";NA;"2017-03-30";0,035681;0,034975
"14401";"C";"064/C/NBP/2017";"2017-03-31";"korona czeska";"CZK";NA;"2017-03-30";0,157;0,1538
"14402";"C";"064/C/NBP/2017";"2017-03-31";"korona duñska";"DKK";NA;"2017-03-30";0,573;0,5616
"14403";"C";"064/C/NBP/2017";"2017-03-31";"korona norweska";"NOK";NA;"2017-03-30";0,4644;0,4552
"14404";"C";"064/C/NBP/2017";"2017-03-31";"korona szwedzka";"SEK";NA;"2017-03-30";0,4458;0,437
"14405";"C";"064/C/NBP/2017";"2017-03-31";"SDR (MFW)";"XDR";NA;"2017-03-30";5,3995;5,2925
"14406";"C";"065/C/NBP/2017";"2017-04-03";"dolar amerykañski";"USD";NA;"2017-03-31";4,002;3,9228
"14407";"C";"065/C/NBP/2017";"2017-04-03";"dolar australijski";"AUD";NA;"2017-03-31";3,0576;2,997
"14408";"C";"065/C/NBP/2017";"2017-04-03";"dolar kanadyjski";"CAD";NA;"2017-03-31";3,0101;2,9505
"14409";"C";"065/C/NBP/2017";"2017-04-03";"euro";"EUR";NA;"2017-03-31";4,2764;4,1918
"14410";"C";"065/C/NBP/2017";"2017-04-03";"forint (Wêgry)";"HUF";NA;"2017-03-31";0,013883;0,013609
"14411";"C";"065/C/NBP/2017";"2017-04-03";"frank szwajcarski";"CHF";NA;"2017-03-31";3,9991;3,9199
"14412";"C";"065/C/NBP/2017";"2017-04-03";"funt szterling";"GBP";NA;"2017-03-31";4,9897;4,8909
"14413";"C";"065/C/NBP/2017";"2017-04-03";"jen (Japonia)";"JPY";NA;"2017-03-31";0,035845;0,035135
"14414";"C";"065/C/NBP/2017";"2017-04-03";"korona czeska";"CZK";NA;"2017-03-31";0,1582;0,155
"14415";"C";"065/C/NBP/2017";"2017-04-03";"korona duñska";"DKK";NA;"2017-03-31";0,575;0,5636
"14416";"C";"065/C/NBP/2017";"2017-04-03";"korona norweska";"NOK";NA;"2017-03-31";0,4659;0,4567
"14417";"C";"065/C/NBP/2017";"2017-04-03";"korona szwedzka";"SEK";NA;"2017-03-31";0,4482;0,4394
"14418";"C";"065/C/NBP/2017";"2017-04-03";"SDR (MFW)";"XDR";NA;"2017-03-31";5,4164;5,3092
"14419";"C";"066/C/NBP/2017";"2017-04-04";"dolar amerykañski";"USD";NA;"2017-04-03";4,0201;3,9405
"14420";"C";"066/C/NBP/2017";"2017-04-04";"dolar australijski";"AUD";NA;"2017-04-03";3,0597;2,9991
"14421";"C";"066/C/NBP/2017";"2017-04-04";"dolar kanadyjski";"CAD";NA;"2017-04-03";3,0014;2,942
"14422";"C";"066/C/NBP/2017";"2017-04-04";"euro";"EUR";NA;"2017-04-03";4,286;4,2012
"14423";"C";"066/C/NBP/2017";"2017-04-04";"forint (Wêgry)";"HUF";NA;"2017-04-03";0,013871;0,013597
"14424";"C";"066/C/NBP/2017";"2017-04-04";"frank szwajcarski";"CHF";NA;"2017-04-03";4,0118;3,9324
"14425";"C";"066/C/NBP/2017";"2017-04-04";"funt szterling";"GBP";NA;"2017-04-03";5,0246;4,9252
"14426";"C";"066/C/NBP/2017";"2017-04-04";"jen (Japonia)";"JPY";NA;"2017-04-03";0,036093;0,035379
"14427";"C";"066/C/NBP/2017";"2017-04-04";"korona czeska";"CZK";NA;"2017-04-03";0,1585;0,1553
"14428";"C";"066/C/NBP/2017";"2017-04-04";"korona duñska";"DKK";NA;"2017-04-03";0,5763;0,5649
"14429";"C";"066/C/NBP/2017";"2017-04-04";"korona norweska";"NOK";NA;"2017-04-03";0,4685;0,4593
"14430";"C";"066/C/NBP/2017";"2017-04-04";"korona szwedzka";"SEK";NA;"2017-04-03";0,4501;0,4411
"14431";"C";"066/C/NBP/2017";"2017-04-04";"SDR (MFW)";"XDR";NA;"2017-04-03";5,4397;5,3319
"14432";"C";"067/C/NBP/2017";"2017-04-05";"dolar amerykañski";"USD";NA;"2017-04-04";4,0324;3,9526
"14433";"C";"067/C/NBP/2017";"2017-04-05";"dolar australijski";"AUD";NA;"2017-04-04";3,0461;2,9857
"14434";"C";"067/C/NBP/2017";"2017-04-05";"dolar kanadyjski";"CAD";NA;"2017-04-04";2,9996;2,9402
"14435";"C";"067/C/NBP/2017";"2017-04-05";"euro";"EUR";NA;"2017-04-04";4,2945;4,2095
"14436";"C";"067/C/NBP/2017";"2017-04-05";"forint (Wêgry)";"HUF";NA;"2017-04-04";0,013868;0,013594
"14437";"C";"067/C/NBP/2017";"2017-04-05";"frank szwajcarski";"CHF";NA;"2017-04-04";4,0216;3,942
"14438";"C";"067/C/NBP/2017";"2017-04-05";"funt szterling";"GBP";NA;"2017-04-04";5,0182;4,9188
"14439";"C";"067/C/NBP/2017";"2017-04-05";"jen (Japonia)";"JPY";NA;"2017-04-04";0,036453;0,035731
"14440";"C";"067/C/NBP/2017";"2017-04-05";"korona czeska";"CZK";NA;"2017-04-04";0,1588;0,1556
"14441";"C";"067/C/NBP/2017";"2017-04-05";"korona duñska";"DKK";NA;"2017-04-04";0,5774;0,566
"14442";"C";"067/C/NBP/2017";"2017-04-05";"korona norweska";"NOK";NA;"2017-04-04";0,4681;0,4589
"14443";"C";"067/C/NBP/2017";"2017-04-05";"korona szwedzka";"SEK";NA;"2017-04-04";0,4468;0,438
"14444";"C";"067/C/NBP/2017";"2017-04-05";"SDR (MFW)";"XDR";NA;"2017-04-04";5,4655;5,3573
"14445";"C";"068/C/NBP/2017";"2017-04-06";"dolar amerykañski";"USD";NA;"2017-04-05";4,0085;3,9291
"14446";"C";"068/C/NBP/2017";"2017-04-06";"dolar australijski";"AUD";NA;"2017-04-05";3,0378;2,9776
"14447";"C";"068/C/NBP/2017";"2017-04-06";"dolar kanadyjski";"CAD";NA;"2017-04-05";2,9944;2,9352
"14448";"C";"068/C/NBP/2017";"2017-04-06";"euro";"EUR";NA;"2017-04-05";4,2774;4,1926
"14449";"C";"068/C/NBP/2017";"2017-04-06";"forint (Wêgry)";"HUF";NA;"2017-04-05";0,013797;0,013523
"14450";"C";"068/C/NBP/2017";"2017-04-06";"frank szwajcarski";"CHF";NA;"2017-04-05";3,9943;3,9153
"14451";"C";"068/C/NBP/2017";"2017-04-06";"funt szterling";"GBP";NA;"2017-04-05";5,0075;4,9083
"14452";"C";"068/C/NBP/2017";"2017-04-06";"jen (Japonia)";"JPY";NA;"2017-04-05";0,036016;0,035302
"14453";"C";"068/C/NBP/2017";"2017-04-06";"korona czeska";"CZK";NA;"2017-04-05";0,158;0,1548
"14454";"C";"068/C/NBP/2017";"2017-04-06";"korona duñska";"DKK";NA;"2017-04-05";0,5753;0,5639
"14455";"C";"068/C/NBP/2017";"2017-04-06";"korona norweska";"NOK";NA;"2017-04-05";0,4667;0,4575
"14456";"C";"068/C/NBP/2017";"2017-04-06";"korona szwedzka";"SEK";NA;"2017-04-05";0,4468;0,438
"14457";"C";"068/C/NBP/2017";"2017-04-06";"SDR (MFW)";"XDR";NA;"2017-04-05";5,4482;5,3404
"14458";"C";"069/C/NBP/2017";"2017-04-07";"dolar amerykañski";"USD";NA;"2017-04-06";4,0061;3,9267
"14459";"C";"069/C/NBP/2017";"2017-04-07";"dolar australijski";"AUD";NA;"2017-04-06";3,0252;2,9652
"14460";"C";"069/C/NBP/2017";"2017-04-07";"dolar kanadyjski";"CAD";NA;"2017-04-06";2,9839;2,9249
"14461";"C";"069/C/NBP/2017";"2017-04-07";"euro";"EUR";NA;"2017-04-06";4,2693;4,1847
"14462";"C";"069/C/NBP/2017";"2017-04-07";"forint (Wêgry)";"HUF";NA;"2017-04-06";0,013772;0,0135
"14463";"C";"069/C/NBP/2017";"2017-04-07";"frank szwajcarski";"CHF";NA;"2017-04-06";3,989;3,91
"14464";"C";"069/C/NBP/2017";"2017-04-07";"funt szterling";"GBP";NA;"2017-04-06";4,9991;4,9001
"14465";"C";"069/C/NBP/2017";"2017-04-07";"jen (Japonia)";"JPY";NA;"2017-04-06";0,036157;0,035441
"14466";"C";"069/C/NBP/2017";"2017-04-07";"korona czeska";"CZK";NA;"2017-04-06";0,1604;0,1572
"14467";"C";"069/C/NBP/2017";"2017-04-07";"korona duñska";"DKK";NA;"2017-04-06";0,5742;0,5628
"14468";"C";"069/C/NBP/2017";"2017-04-07";"korona norweska";"NOK";NA;"2017-04-06";0,466;0,4568
"14469";"C";"069/C/NBP/2017";"2017-04-07";"korona szwedzka";"SEK";NA;"2017-04-06";0,4452;0,4364
"14470";"C";"069/C/NBP/2017";"2017-04-07";"SDR (MFW)";"XDR";NA;"2017-04-06";5,4277;5,3203
"14471";"C";"070/C/NBP/2017";"2017-04-10";"dolar amerykañski";"USD";NA;"2017-04-07";4,0139;3,9345
"14472";"C";"070/C/NBP/2017";"2017-04-10";"dolar australijski";"AUD";NA;"2017-04-07";3,0127;2,9531
"14473";"C";"070/C/NBP/2017";"2017-04-10";"dolar kanadyjski";"CAD";NA;"2017-04-07";3,0016;2,9422
"14474";"C";"070/C/NBP/2017";"2017-04-10";"euro";"EUR";NA;"2017-04-07";4,267;4,1826
"14475";"C";"070/C/NBP/2017";"2017-04-10";"forint (Wêgry)";"HUF";NA;"2017-04-07";0,01374;0,013468
"14476";"C";"070/C/NBP/2017";"2017-04-10";"frank szwajcarski";"CHF";NA;"2017-04-07";3,9907;3,9117
"14477";"C";"070/C/NBP/2017";"2017-04-10";"funt szterling";"GBP";NA;"2017-04-07";4,9745;4,8759
"14478";"C";"070/C/NBP/2017";"2017-04-10";"jen (Japonia)";"JPY";NA;"2017-04-07";0,036273;0,035555
"14479";"C";"070/C/NBP/2017";"2017-04-10";"korona czeska";"CZK";NA;"2017-04-07";0,1604;0,1572
"14480";"C";"070/C/NBP/2017";"2017-04-10";"korona duñska";"DKK";NA;"2017-04-07";0,5738;0,5624
"14481";"C";"070/C/NBP/2017";"2017-04-10";"korona norweska";"NOK";NA;"2017-04-07";0,4653;0,4561
"14482";"C";"070/C/NBP/2017";"2017-04-10";"korona szwedzka";"SEK";NA;"2017-04-07";0,4435;0,4347
"14483";"C";"070/C/NBP/2017";"2017-04-10";"SDR (MFW)";"XDR";NA;"2017-04-07";5,4285;5,3211
"14484";"C";"071/C/NBP/2017";"2017-04-11";"dolar amerykañski";"USD";NA;"2017-04-10";4,0351;3,9551
"14485";"C";"071/C/NBP/2017";"2017-04-11";"dolar australijski";"AUD";NA;"2017-04-10";3,0248;2,965
"14486";"C";"071/C/NBP/2017";"2017-04-11";"dolar kanadyjski";"CAD";NA;"2017-04-10";3,0219;2,9621
"14487";"C";"071/C/NBP/2017";"2017-04-11";"euro";"EUR";NA;"2017-04-10";4,2758;4,1912
"14488";"C";"071/C/NBP/2017";"2017-04-11";"forint (Wêgry)";"HUF";NA;"2017-04-10";0,013744;0,013472
"14489";"C";"071/C/NBP/2017";"2017-04-11";"frank szwajcarski";"CHF";NA;"2017-04-10";4,0019;3,9227
"14490";"C";"071/C/NBP/2017";"2017-04-11";"funt szterling";"GBP";NA;"2017-04-10";5,0118;4,9126
"14491";"C";"071/C/NBP/2017";"2017-04-11";"jen (Japonia)";"JPY";NA;"2017-04-10";0,036277;0,035559
"14492";"C";"071/C/NBP/2017";"2017-04-11";"korona czeska";"CZK";NA;"2017-04-10";0,1612;0,158
"14493";"C";"071/C/NBP/2017";"2017-04-11";"korona duñska";"DKK";NA;"2017-04-10";0,575;0,5636
"14494";"C";"071/C/NBP/2017";"2017-04-11";"korona norweska";"NOK";NA;"2017-04-10";0,4675;0,4583
"14495";"C";"071/C/NBP/2017";"2017-04-11";"korona szwedzka";"SEK";NA;"2017-04-10";0,4452;0,4364
"14496";"C";"071/C/NBP/2017";"2017-04-11";"SDR (MFW)";"XDR";NA;"2017-04-10";5,4524;5,3444
"14497";"C";"072/C/NBP/2017";"2017-04-12";"dolar amerykañski";"USD";NA;"2017-04-11";4,036;3,956
"14498";"C";"072/C/NBP/2017";"2017-04-12";"dolar australijski";"AUD";NA;"2017-04-11";3,0225;2,9627
"14499";"C";"072/C/NBP/2017";"2017-04-12";"dolar kanadyjski";"CAD";NA;"2017-04-11";3,0244;2,9646
"14500";"C";"072/C/NBP/2017";"2017-04-12";"euro";"EUR";NA;"2017-04-11";4,2824;4,1976
"14501";"C";"072/C/NBP/2017";"2017-04-12";"forint (Wêgry)";"HUF";NA;"2017-04-11";0,01373;0,013458
"14502";"C";"072/C/NBP/2017";"2017-04-12";"frank szwajcarski";"CHF";NA;"2017-04-11";4,0058;3,9264
"14503";"C";"072/C/NBP/2017";"2017-04-12";"funt szterling";"GBP";NA;"2017-04-11";5,0201;4,9207
"14504";"C";"072/C/NBP/2017";"2017-04-12";"jen (Japonia)";"JPY";NA;"2017-04-11";0,036581;0,035857
"14505";"C";"072/C/NBP/2017";"2017-04-12";"korona czeska";"CZK";NA;"2017-04-11";0,1604;0,1572
"14506";"C";"072/C/NBP/2017";"2017-04-12";"korona duñska";"DKK";NA;"2017-04-11";0,5759;0,5645
"14507";"C";"072/C/NBP/2017";"2017-04-12";"korona norweska";"NOK";NA;"2017-04-11";0,4691;0,4599
"14508";"C";"072/C/NBP/2017";"2017-04-12";"korona szwedzka";"SEK";NA;"2017-04-11";0,4461;0,4373
"14509";"C";"072/C/NBP/2017";"2017-04-12";"SDR (MFW)";"XDR";NA;"2017-04-11";5,4755;5,3671
"14510";"C";"073/C/NBP/2017";"2017-04-13";"dolar amerykañski";"USD";NA;"2017-04-12";4,0435;3,9635
"14511";"C";"073/C/NBP/2017";"2017-04-13";"dolar australijski";"AUD";NA;"2017-04-12";3,0276;2,9676
"14512";"C";"073/C/NBP/2017";"2017-04-13";"dolar kanadyjski";"CAD";NA;"2017-04-12";3,0381;2,9779
"14513";"C";"073/C/NBP/2017";"2017-04-13";"euro";"EUR";NA;"2017-04-12";4,29;4,205
"14514";"C";"073/C/NBP/2017";"2017-04-13";"forint (Wêgry)";"HUF";NA;"2017-04-12";0,013748;0,013476
"14515";"C";"073/C/NBP/2017";"2017-04-13";"frank szwajcarski";"CHF";NA;"2017-04-12";4,0163;3,9367
"14516";"C";"073/C/NBP/2017";"2017-04-13";"funt szterling";"GBP";NA;"2017-04-12";5,0535;4,9535
"14517";"C";"073/C/NBP/2017";"2017-04-13";"jen (Japonia)";"JPY";NA;"2017-04-12";0,036862;0,036132
"14518";"C";"073/C/NBP/2017";"2017-04-13";"korona czeska";"CZK";NA;"2017-04-12";0,1607;0,1575
"14519";"C";"073/C/NBP/2017";"2017-04-13";"korona duñska";"DKK";NA;"2017-04-12";0,5768;0,5654
"14520";"C";"073/C/NBP/2017";"2017-04-13";"korona norweska";"NOK";NA;"2017-04-12";0,4711;0,4617
"14521";"C";"073/C/NBP/2017";"2017-04-13";"korona szwedzka";"SEK";NA;"2017-04-12";0,4485;0,4397
"14522";"C";"073/C/NBP/2017";"2017-04-13";"SDR (MFW)";"XDR";NA;"2017-04-12";5,4741;5,3657
"14523";"C";"074/C/NBP/2017";"2017-04-14";"dolar amerykañski";"USD";NA;"2017-04-13";4,0376;3,9576
"14524";"C";"074/C/NBP/2017";"2017-04-14";"dolar australijski";"AUD";NA;"2017-04-13";3,0594;2,9988
"14525";"C";"074/C/NBP/2017";"2017-04-14";"dolar kanadyjski";"CAD";NA;"2017-04-13";3,0481;2,9877
"14526";"C";"074/C/NBP/2017";"2017-04-14";"euro";"EUR";NA;"2017-04-13";4,2869;4,2021
"14527";"C";"074/C/NBP/2017";"2017-04-14";"forint (Wêgry)";"HUF";NA;"2017-04-13";0,0137;0,013428
"14528";"C";"074/C/NBP/2017";"2017-04-14";"frank szwajcarski";"CHF";NA;"2017-04-13";4,0154;3,9358
"14529";"C";"074/C/NBP/2017";"2017-04-14";"funt szterling";"GBP";NA;"2017-04-13";5,0544;4,9544
"14530";"C";"074/C/NBP/2017";"2017-04-14";"jen (Japonia)";"JPY";NA;"2017-04-13";0,036941;0,036209
"14531";"C";"074/C/NBP/2017";"2017-04-14";"korona czeska";"CZK";NA;"2017-04-13";0,1606;0,1574
"14532";"C";"074/C/NBP/2017";"2017-04-14";"korona duñska";"DKK";NA;"2017-04-13";0,5763;0,5649
"14533";"C";"074/C/NBP/2017";"2017-04-14";"korona norweska";"NOK";NA;"2017-04-13";0,472;0,4626
"14534";"C";"074/C/NBP/2017";"2017-04-14";"korona szwedzka";"SEK";NA;"2017-04-13";0,4471;0,4383
"14535";"C";"074/C/NBP/2017";"2017-04-14";"SDR (MFW)";"XDR";NA;"2017-04-13";5,4814;5,3728
"14536";"C";"075/C/NBP/2017";"2017-04-18";"dolar amerykañski";"USD";NA;"2017-04-14";4,0297;3,9499
"14537";"C";"075/C/NBP/2017";"2017-04-18";"dolar australijski";"AUD";NA;"2017-04-14";3,0528;2,9924
"14538";"C";"075/C/NBP/2017";"2017-04-18";"dolar kanadyjski";"CAD";NA;"2017-04-14";3,027;2,967
"14539";"C";"075/C/NBP/2017";"2017-04-18";"euro";"EUR";NA;"2017-04-14";4,2809;4,1961
"14540";"C";"075/C/NBP/2017";"2017-04-18";"forint (Wêgry)";"HUF";NA;"2017-04-14";0,013676;0,013406
"14541";"C";"075/C/NBP/2017";"2017-04-18";"frank szwajcarski";"CHF";NA;"2017-04-14";4,0149;3,9353
"14542";"C";"075/C/NBP/2017";"2017-04-18";"funt szterling";"GBP";NA;"2017-04-14";5,0491;4,9491
"14543";"C";"075/C/NBP/2017";"2017-04-18";"jen (Japonia)";"JPY";NA;"2017-04-14";0,037096;0,036362
"14544";"C";"075/C/NBP/2017";"2017-04-18";"korona czeska";"CZK";NA;"2017-04-14";0,1604;0,1572
"14545";"C";"075/C/NBP/2017";"2017-04-18";"korona duñska";"DKK";NA;"2017-04-14";0,5755;0,5641
"14546";"C";"075/C/NBP/2017";"2017-04-18";"korona norweska";"NOK";NA;"2017-04-14";0,4698;0,4604
"14547";"C";"075/C/NBP/2017";"2017-04-18";"korona szwedzka";"SEK";NA;"2017-04-14";0,4463;0,4375
"14548";"C";"075/C/NBP/2017";"2017-04-18";"SDR (MFW)";"XDR";NA;"2017-04-14";5,4713;5,3629
"14549";"C";"076/C/NBP/2017";"2017-04-19";"dolar amerykañski";"USD";NA;"2017-04-18";4,0011;3,9219
"14550";"C";"076/C/NBP/2017";"2017-04-19";"dolar australijski";"AUD";NA;"2017-04-18";3,0194;2,9596
"14551";"C";"076/C/NBP/2017";"2017-04-19";"dolar kanadyjski";"CAD";NA;"2017-04-18";2,9947;2,9353
"14552";"C";"076/C/NBP/2017";"2017-04-19";"euro";"EUR";NA;"2017-04-18";4,2753;4,1907
"14553";"C";"076/C/NBP/2017";"2017-04-19";"forint (Wêgry)";"HUF";NA;"2017-04-18";0,013662;0,013392
"14554";"C";"076/C/NBP/2017";"2017-04-19";"frank szwajcarski";"CHF";NA;"2017-04-18";4,001;3,9218
"14555";"C";"076/C/NBP/2017";"2017-04-19";"funt szterling";"GBP";NA;"2017-04-18";5,097;4,996
"14556";"C";"076/C/NBP/2017";"2017-04-19";"jen (Japonia)";"JPY";NA;"2017-04-18";0,036728;0,036
"14557";"C";"076/C/NBP/2017";"2017-04-19";"korona czeska";"CZK";NA;"2017-04-18";0,1598;0,1566
"14558";"C";"076/C/NBP/2017";"2017-04-19";"korona duñska";"DKK";NA;"2017-04-18";0,5748;0,5634
"14559";"C";"076/C/NBP/2017";"2017-04-19";"korona norweska";"NOK";NA;"2017-04-18";0,4688;0,4596
"14560";"C";"076/C/NBP/2017";"2017-04-19";"korona szwedzka";"SEK";NA;"2017-04-18";0,4453;0,4365
"14561";"C";"076/C/NBP/2017";"2017-04-19";"SDR (MFW)";"XDR";NA;"2017-04-18";5,4634;5,3552
"14562";"C";"077/C/NBP/2017";"2017-04-20";"dolar amerykañski";"USD";NA;"2017-04-19";4,0056;3,9262
"14563";"C";"077/C/NBP/2017";"2017-04-20";"dolar australijski";"AUD";NA;"2017-04-19";3,01;2,9504
"14564";"C";"077/C/NBP/2017";"2017-04-20";"dolar kanadyjski";"CAD";NA;"2017-04-19";2,9808;2,9218
"14565";"C";"077/C/NBP/2017";"2017-04-20";"euro";"EUR";NA;"2017-04-19";4,2886;4,2036
"14566";"C";"077/C/NBP/2017";"2017-04-20";"forint (Wêgry)";"HUF";NA;"2017-04-19";0,013684;0,013414
"14567";"C";"077/C/NBP/2017";"2017-04-20";"frank szwajcarski";"CHF";NA;"2017-04-19";4,0112;3,9318
"14568";"C";"077/C/NBP/2017";"2017-04-20";"funt szterling";"GBP";NA;"2017-04-19";5,1367;5,0349
"14569";"C";"077/C/NBP/2017";"2017-04-20";"jen (Japonia)";"JPY";NA;"2017-04-19";0,036703;0,035977
"14570";"C";"077/C/NBP/2017";"2017-04-20";"korona czeska";"CZK";NA;"2017-04-19";0,16;0,1568
"14571";"C";"077/C/NBP/2017";"2017-04-20";"korona duñska";"DKK";NA;"2017-04-19";0,5765;0,5651
"14572";"C";"077/C/NBP/2017";"2017-04-20";"korona norweska";"NOK";NA;"2017-04-19";0,4682;0,459
"14573";"C";"077/C/NBP/2017";"2017-04-20";"korona szwedzka";"SEK";NA;"2017-04-19";0,4456;0,4368
"14574";"C";"077/C/NBP/2017";"2017-04-20";"SDR (MFW)";"XDR";NA;"2017-04-19";5,464;5,3558
"14575";"C";"078/C/NBP/2017";"2017-04-21";"dolar amerykañski";"USD";NA;"2017-04-20";4,0023;3,9231
"14576";"C";"078/C/NBP/2017";"2017-04-21";"dolar australijski";"AUD";NA;"2017-04-20";3,0126;2,953
